"de","en"
"Ein erheblicher Vorteil ist weiterhin, daß die erfindungsgemäßen partikulären Produkte ihre positive Wirkung auch in Gegenwart von Glycerol oder Polyalkylenglykolen behalten, wodurch die Herstellung pastenförmiger Zubereitungen möglich ist; daneben hat sich gezeigt, daß sich durch Aufbringen kleinerer Mengen. Glycerol oder Polyethylenglykol, vorzugsweise 5 bis 30 %, eine Schädigung bei der strahlenchemischen Sterilisation verhindern läßt, die anderenfalls unter Verschlechterung der Produktionsparameter und Gelbfärbung eintritt.","Furthermore, a considerable advantage is that the inventive particulate products retain their positive effect in the presence of glycerol or polyalkylene glycols, which enable the making of paste-like preparations; moreover, it had been shown that an application of smaller quantities of glycerol or polyethylene glycol preferably 5 to 30%, prevents damages during the ray-chemical sterilisation, which otherwise would occur in that the production parameter would be impaired and a yellow coloration would show."
"Die polyatomaren Moleküle neutralisieren sich an den Belägen ohne Aussendung von weiteren Photonen.","The polyatomic molecules are neutralized on the lining without emitting further photons."
"Aber auch mit Natronlauge in Wasser oder beispielsweise Natronlauge oder Isobutanolat in Isobutanol lassen sich Ausbeuten von nahezu 100% realisieren.","It is also possible to obtain yields of approximately 100%, however, using aqueous sodium hydroxide solution or, for example, sodium hydroxide solution or isobutanolate in isobutanol."
"Spezieller betrifft sie herbizide Kombinationen für den Einsatz in Reis, welche als Wirkstoff ein Herbizid aus der Gruppe der Benzoylcyclohexandione in Kombination mit mindestens zwei weiteren Herbizid enthalten.","More especially, it relates to herbicidal combinations for use in rice which comprise, as active substances, a herbicide selected from the group consisting of benzoylcyclohexanediones in combination with at least one additional herbicide."
"Einem Mischkessel 1 wurden stündlich 110 kg frische Nicotinsäure über Leitung 2 und 149 kg/h des bei der Destillation in Kolonne 14 als Kopfprodukt erhaltene Nicotinsäure/Nicotinsäureamid-Gemisch (Gewichtsverhältnis 40:60) über Leitung 3 zugeführt.","A mixing kettle 1 was fed with 110 kg/hour of fresh nicotinic acid via line 2 and 149 kg/hour, via line 3, of the nicotinic acid/nicotinamide mixture (weight ratio of 40:60) obtained as the top product in the distillation in column 14."
"Auf diese Weise entstehen bei größeren externen Drehmomenten auch größere Andruck- und folglich größere Klemmkräfte, die einer Rotationsbewegung der Abtriebswelle entgegenwirken.","In this way, larger contact pressures and therefore larger clamping forces, which counteract a rotational movement of the output shaft, is generated by larger external torque."
"Folgende Additive wurden eingesetzt:","The following additives were used:"
"eine j-te Abbildungseinrichtung aus der ersten Abbildungseinrichtung bis m-ten Abbildungseinrichtung auswählbar ist und als die j-te Funktion eine j-te spezifische Funktion aus einer Menge von bijektiven Abbildungen vorgebbar ist, wobei","A j-th mapping device may be selected from the first mapping device to m-th mapping device, and a j-th specific function from a set of bijective mappings may be prescribed as the j-th function."
"Der Erfindung liegt die Aufgabe zugrunde, einen selbstsperrenden Gurtaufroller mit den eingangs erwähnten Gattungsmerkmalen zu schaffen, der für zwei grundsätzlich verschiedene Blockierungsfälle eingerichtet ist, nämlich für die Blockierung im alltäglichen ""Normalbetrieb"" einerseits und für die Blockierung im Hochbelastungsfall (Crash) andererseits.","An object of the present invention is to provide a self-locking belt reel-in mechanism of the aforementioned general type, which is designed for two fundamentally different locking situations, namely for locking in the everyday ""normal operation"" on the one hand, and for locking in the high-load situation (crash) on the other hand."
"In ähnlicher Weise ist das untere Ende des Glasröhrchens 6 mittels eines Dichtungsringes 19 am unteren Ende der Kammer 3 gehalten, so daß Flüssigkeit aus der Kapillarbohrung 7 nur durch die öffnung 8 abfließen kann.","Similarly, the lower end of the glass tube 6 is retained at the bottom end of the chamber 3 by a sealing ring so that fluid can pass out of the capillary bore 7 only through opening 8."
"Die Verbindungen der Formel (IIa) und gegebenenfalls der Formel (IIIa) werden dem Plasmareaktor zur Gasphasenbehandlung kontinuierlich zugeführt.","The compounds of the formula (IIa) and if appropriate of the formula (IIIa) are fed continuously to the plasma reactor for gas phase treatment."
"Die Umhüllung deckt im Beispiel der Fig.","In the example of FIGS."
"Die Kupplung der Tetraarylborate der Formel (III) mit den Arylhalogeniden der Formel (II) findet vorzugsweise in Gegenwart mindestens eines Lösungsmittels statt, welches beispielsweise ausgewählt ist aus der Gruppe bestehend aus Wasser, aliphatischen Ethern, ggfs. halogenierten aromatischen oder aliphatischen Kohlenwasserstoffen, Alkoholen, Estern, aromatischen oder aliphatischen Nitrilen und dipolar aprotischen Lösungsmitteln, wie Dialkylsulfoxiden, N,N-Dialkylamiden aliphatischer Carbonsäuren oder alkylierten Lactamen.","The coupling of the tetraarylborates of the formula (III) to the aryl halides of the formula (II) preferably takes place in the presence of at least one solvent which, for example, is selected from the group consisting of water, aliphatic ethers, optionally halogenated aromatic or aliphatic hydrocarbons, alcohols, esters, aromatic or aliphatic nitriles and dipolar aprotic solvents, such as dialkyl sulphoxides, N,N-dialkylamides of aliphatic carboxylic acids or alkylated lactams."
"Disposable nach Anspruch 2, dadurch gekennzeichnet, daß die erste und zweite Schweißnaht (4,5) jeweils mehrere gerade Abschnitte aufweist.","The disposable as recited in claim 2, wherein the first welded seam and the second welded seam each comprise a plurality of straight sections."
"Ist somit das erste Steuersignal EN binär ""1"", dann ist die Treiberstufe ST1 durchgeschaltet und die Treiberstufe ST2 gesperrt.","When, thus, the first control signal EN is binary ""1"", then the driver stage ST1 is connected and the driver stage ST2 is inhibited."
"Die Druckmaschine bedruckt die Materialbahn während ihres Durchlaufs durch die Druckmaschine vorzugsweise gleichzeitig beidseitig, wobei mit den einzelnen Farbseparationen einer herzustellenden Seite korrespondierende Druckbilder jeweils in Transportrichtung der Materialbahn nacheinander gedruckt werden.","The printing press preferably imprints the web of material simultaneously on both sides in the course of the web's passage through the printing press. Printing images corresponding to the individual color separations of a page to be produced are respectively imprinted, one after the other, in the transport direction of the web of material."
"Dies trifft insbesondere dann zu, wenn es sich bei den organischen Komponenten um lebende Zellen handelt, beispielsweise um Bakteriensuspensionen.","This applies, in particular, when these organic components are living cells, for example, bacteria suspensions."
"Durch Lastmodulation wird eine Modulationstiefe kleiner 100% erreicht.","By load modulation a modulation depth less than 100% is obtained."
"Entkopplungseinrichtung nach einem der Ansprüche 1 bis 11, wobei die Radialwellfeder durch sich über Teile des Umfangs der Innenfläche bzw. der Außenfläche erstreckende Federsegmente gebildet ist.","The decoupling device of claim 1, wherein the radial ondular washer is formed by spring segments that extend over parts of the periphery of the inner surface or the outer surface."
"Vorteilhafte Ausgestaltungen, bevorzugte Ausführungsformen und Weiterentwicklungen vorliegender Erfindung gehen aus der Beschreibung, den Ansprüchen und den anhängenden Zeichnungen hervor.","Advantageous designs, preferred embodiments and further developments of the present invention arise from the description, the claims and the attached drawings."
"Der Innenbehälter hatte eine Wandstärke von 4 mm und lief oben und unten konisch zu.","The inner container had a wall thickness of 4 mm and tapered conically at the top and bottom."
"Dieses Einlesen kann mittels eines Daten-Netzwerkes und einem an anderer Stelle befindlichen Einlesegerätes erfolgen.","This reading can be carried out by a data network and another data reading device located elsewhere."
"Über die erwähnten Leitungen DATOx und DATIx werden auch die eigentlichen Fernmeldeinformationen zwischen der Anschlußgruppe und dem Koppelfeld übertragen.","The actual telecommunication information between the line terminator group and the switching matrix network are also transmitted via the lines DTOx and DTIx."
"Das erfindungsgemäße Verfahren basiert auf Texturiermaschine mit sehr vielen Bearbeitungsstellen, so daß innerhalb einer Sektion mindestens sechs Fäden vorzugsweise mindesten zwölf Fäden gleichzeitig paralle nebeneinander bearbeitet werden.","The method of the present invention is based on a texturing machine with a very large number of processing stations, so that within a section at least six yarns, preferably at least twelve yarns are simultaneously processed in parallel, side-by-side relationship."
"Verfahren gemäß einem oder mehreren der Ansprüche 4 bis 8, dadurch gekennzeichnet, dass als Rohstoff für SiO 2 Quarz, Mullit und/oder Zirkonsand eingesetzt wird.","The process according to claim 1 wherein the source materials for SiO 2 are selected from quartz, mullite, zircon sand or a mixture thereof."
"Es wird ein in einem metallischen Gehäuse gehalterter Katalysatorträgerkörper aus lageweise angeordneten gewellten und glatten Metallbändern aufgezeigt, der einfach herstellbar und für mechanische und thermische Belastungen geeignet ist sowie ein Verfahren zu dessen Herstellung, wobei der Katalysatorträger aus einem gegenläufig gefalteten Wickelkörper besteht, der in die gewünschte Endform gepreßt und mit einem metallischen Mantel umgeben ist.","A catalyst carrier body of flat and corrugated metal strips is arranged in layers mounted in a metallic housing which can be easily manufactured and is suitable for mechanical and thermal stresses, as well as a process for its manufacture."
"Anhand von Fig. 1 und Fig. 2 wird zunächst die Grundstellung der Abschneidevorrichtung beschrieben, d. h. diejenige Stellung, in der sich der Schneidewagen vor oder nach einem Schneidevorgang während des Druckens sowie während des Papiertransportes befindet.","FIGS. 1 and 2 illustrate the cutter device 100 in a non-cutting mode of operation, i.e., during printing by a printer element (not shown) before cutting or during paper feed through delivery rolls 102 after a cutting operation."
